user,review,rating,date,app,cleaned_review,review_length,month,year,detected_patterns,has_dark_pattern,pattern_count,detected_patterns_str
Rujul Raimagia,"order delivered in a horrible manner , no one responding.",1,2026-03-23 11:11:33,Zomato,order delivered in a horrible manner no one responding,57,3,2026,[],False,0,none
Om Madane,thanks for giving me immediately order I can't explain also because the matter is a very and very thankful for giving us a food in immediately thank you Zomato for helping if you are not there in any media social media I can't explain because I want in everyday any food cold sorry main English is very weak but thank you so much,5,2026-03-23 10:59:10,Zomato,thanks for giving me immediately order i can t explain also because the matter is a very and very thankful for giving us a food in immediately thank you zomato for helping if you are not there in any media social media i can t explain because i want in everyday any food cold sorry main english is very weak but thank you so much,329,3,2026,[],False,0,none
Ume Salma,so so good love it 😋🫶,5,2026-03-23 10:55:50,Zomato,so so good love it,21,3,2026,[],False,0,none
Harshita Pawar,Delicious taste and hygiene is maintained,5,2026-03-23 10:51:51,Zomato,delicious taste and hygiene is maintained,41,3,2026,[],False,0,none
Sonali Pawar,Nice offers will be there,5,2026-03-23 10:49:23,Zomato,nice offers will be there,25,3,2026,[],False,0,none
sachin patil,Best Service & Service on Time,5,2026-03-23 10:31:30,Zomato,best service service on time,30,3,2026,[],False,0,none
Fazal Ahmed,11 burger order kare the deliveryboy pese legya sab ke jab pack khola too 6 hi nikle complaint ki too koi responce nii aya abhi tak bass yahi bola jara hai ki restro m ptaa karke btate hain sir bas (west hai ye aap ),1,2026-03-23 10:23:57,Zomato,11 burger order kare the deliveryboy pese legya sab ke jab pack khola too 6 hi nikle complaint ki too koi responce nii aya abhi tak bass yahi bola jara hai ki restro m ptaa karke btate hain sir bas west hai ye aap,216,3,2026,[],False,0,none
Anand Upadhyaya,Bad Customer Service. You'll not get exact refund even if you didn't get your full items delivered.,1,2026-03-23 10:09:13,Zomato,bad customer service you ll not get exact refund even if you didn t get your full items delivered,99,3,2026,[],False,0,none
Alok Anand,"literally no customer support, only stupid AI response for every problem.",1,2026-03-23 09:49:20,Zomato,literally no customer support only stupid ai response for every problem,73,3,2026,['roach_motel'],True,1,roach_motel
Snehangi Basak.,very nice and less price,5,2026-03-23 08:20:26,Zomato,very nice and less price,24,3,2026,[],False,0,none
Osman khan,best service and order on time,5,2026-03-23 08:13:27,Zomato,best service and order on time,30,3,2026,[],False,0,none
shelton Gonsalves,"I’m extremely disappointed with the current pricing. Not only are your delivery and platform fees too high, but your menu prices are consistently more expensive than other apps for the identical restaurant and meal. It’s frustrating to pay a premium on both the food and the service. I’ll be using other platforms until your pricing becomes more competitive.",1,2026-03-23 07:46:51,Zomato,i m extremely disappointed with the current pricing not only are your delivery and platform fees too high but your menu prices are consistently more expensive than other apps for the identical restaurant and meal it s frustrating to pay a premium on both the food and the service i ll be using other platforms until your pricing becomes more competitive,358,3,2026,['hidden_costs'],True,1,hidden_costs
gopalan amarnath,Delivery timings maintiined as I am ordering for my aged parents also offering services from most of the restaurants I am happy with zomato services.,5,2026-03-23 07:42:27,Zomato,delivery timings maintiined as i am ordering for my aged parents also offering services from most of the restaurants i am happy with zomato services,149,3,2026,[],False,0,none
debaroti sarkar,it's been good experience till now but during rush hours at times I had to cancel the order due to delay in preparation of food.,4,2026-03-23 06:52:25,Zomato,it s been good experience till now but during rush hours at times i had to cancel the order due to delay in preparation of food,128,3,2026,['fake_urgency'],True,1,fake_urgency
Adarsh Shajan,"very nice, actually thier delivery is faster and professional staffs appreciate it",5,2026-03-23 06:52:13,Zomato,very nice actually thier delivery is faster and professional staffs appreciate it,82,3,2026,[],False,0,none
gaurav chauhan,absolutely luxurious service ls all restaurants thankyou in jaipur areas love to all teams,5,2026-03-23 06:26:40,Zomato,absolutely luxurious service ls all restaurants thankyou in jaipur areas love to all teams,90,3,2026,[],False,0,none
Abhimanyu Shukla,"I have 2500 cashback that I can claim in a week but when I'm sitting in a restaurant waiting to claim the cashback, after I booked my table, the app does not work, as Payment options are all gone and it does allow me to pay with only option it retained. I paid using Swiggy, and my cashback will expire, unused? who will pay for my loss?",1,2026-03-23 05:38:03,Zomato,i have 2500 cashback that i can claim in a week but when i m sitting in a restaurant waiting to claim the cashback after i booked my table the app does not work as payment options are all gone and it does allow me to pay with only option it retained i paid using swiggy and my cashback will expire unused who will pay for my loss,337,3,2026,[],False,0,none
Yes That’s it,totally fraud zomato partner should know the rules of delivery the order. totally fraud zomato,1,2026-03-23 04:48:49,Zomato,totally fraud zomato partner should know the rules of delivery the order totally fraud zomato,94,3,2026,[],False,0,none
Laxmi Bohra,poor customer service,1,2026-03-23 03:14:14,Zomato,poor customer service,21,3,2026,[],False,0,none
Avinash R,scammed by a restaurant and the sad part is that support is giving me automated replied and closing chat without resolution. feel like membership is no good. I've learnt my lesson and changed my opinion on zomato. thank you for all that we had.,3,2026-03-23 02:30:14,Zomato,scammed by a restaurant and the sad part is that support is giving me automated replied and closing chat without resolution feel like membership is no good i ve learnt my lesson and changed my opinion on zomato thank you for all that we had,244,3,2026,[],False,0,none
Mhmd_ Suhayl_93,very good and higiene foods nd friendly type,5,2026-03-23 02:08:01,Zomato,very good and higiene foods nd friendly type,44,3,2026,[],False,0,none
Sunny Yadav,very nice and good service for Zomato on time deliver,5,2026-03-23 01:48:09,Zomato,very nice and good service for zomato on time deliver,53,3,2026,[],False,0,none
Raghunandan Sah,good service for zomato,2,2026-03-23 01:38:46,Zomato,good service for zomato,23,3,2026,[],False,0,none
benchmaark,no cod in late mid nights not everyone has phonepe some has cash too searched alot sleeping because of hungry ..😔😔😔,1,2026-03-23 01:37:13,Zomato,no cod in late mid nights not everyone has phonepe some has cash too searched alot sleeping because of hungry,115,3,2026,[],False,0,none
Pratik Raverkar,daily 3 din order galat aaya or to or na paisa refund hua na order redelivered,1,2026-03-23 01:24:02,Zomato,daily 3 din order galat aaya or to or na paisa refund hua na order redelivered,78,3,2026,[],False,0,none
Karan Mishra,Nothing is done for satisfactory customer bad experience........you upload images after images and videos but no satisfactory response is given..... Very Bad Experience.,1,2026-03-23 01:22:24,Zomato,nothing is done for satisfactory customer bad experience you upload images after images and videos but no satisfactory response is given very bad experience,169,3,2026,[],False,0,none
SK CHANNEL,veery bad customer care,1,2026-03-23 01:21:52,Zomato,veery bad customer care,23,3,2026,[],False,0,none
Radhikaa Kashyap,Very Bad. I have been using zomato for the last 10 years and now I am facing lots of issues related to food and customer support. today I had a issue with the order and when I am trying to connect with customer support related to missing items in my order with vedio proof they simply disconnected the chat and not appepting my vidio avidance. seriously I mean when customer raising her voice against something incorrect this is the way to treat her. wait and see how I get back to you on this.,1,2026-03-23 01:18:59,Zomato,very bad i have been using zomato for the last 10 years and now i am facing lots of issues related to food and customer support today i had a issue with the order and when i am trying to connect with customer support related to missing items in my order with vedio proof they simply disconnected the chat and not appepting my vidio avidance seriously i mean when customer raising her voice against something incorrect this is the way to treat her wait and see how i get back to you on this,494,3,2026,[],False,0,none
THE AV VERMA,I marked an email to there support system and did not get any revert regarding the food delivery and the system they have very rubbish and my order is late and into very bad codition and they only have there support email but they did not revert i want to tell them to shut down there business if they dont have any care of there customer now i am switching to swiggy there is very werst experience with zomoto,1,2026-03-23 01:18:04,Zomato,i marked an email to there support system and did not get any revert regarding the food delivery and the system they have very rubbish and my order is late and into very bad codition and they only have there support email but they did not revert i want to tell them to shut down there business if they dont have any care of there customer now i am switching to swiggy there is very werst experience with zomoto,410,3,2026,[],False,0,none
NagaMahesh Boya,customer care is trash,1,2026-03-23 01:17:40,Zomato,customer care is trash,22,3,2026,[],False,0,none
Arhan Qureshi,its amazing and delicious Let's see how will I get my order in which condition,5,2026-03-23 01:06:07,Zomato,its amazing and delicious let s see how will i get my order in which condition,78,3,2026,[],False,0,none
Rana Neehar,always in Fauji mode delivery,5,2026-03-23 00:58:39,Zomato,always in fauji mode delivery,29,3,2026,[],False,0,none
Sanjeev Kumar,Fraud company. Money will be deducted and won't receive the food.Same review as on 23-mar'26,1,2026-03-23 00:55:15,Zomato,fraud company money will be deducted and won t receive the food same review as on 23 mar 26,92,3,2026,['forced_subscription'],True,1,forced_subscription
Raju Mondal,better price on other food delivery app 🫶💸,5,2026-03-23 00:51:35,Zomato,better price on other food delivery app,42,3,2026,[],False,0,none
Sudipto Gorai,very bad service very poor .order not delivered after 1hr 10 minutes.and delivery person told 5 mnt 5 mnt after 30 minutes..very very pathetic condition,1,2026-03-23 00:44:33,Zomato,very bad service very poor order not delivered after 1hr 10 minutes and delivery person told 5 mnt 5 mnt after 30 minutes very very pathetic condition,152,3,2026,[],False,0,none
Ahmed Roshan Ali Siddiqui,Excellent Experience This App 💯 Persentage Original Safe And Secure In The World 🌎🌍,5,2026-03-23 00:43:11,Zomato,excellent experience this app persentage original safe and secure in the world,83,3,2026,[],False,0,none
Joel Johnson,"14.90Rs+18% GST i.e. 17.60 Rs. Just for platform fee??????? It's too High, I'm hoping for the fall of this duopoly of Zomato and Swiggy.",1,2026-03-23 00:41:49,Zomato,14 90rs 18 gst i e 17 60 rs just for platform fee it s too high i m hoping for the fall of this duopoly of zomato and swiggy,136,3,2026,['hidden_costs'],True,1,hidden_costs
Asif Jargela,👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌,5,2026-03-23 00:05:00,Zomato,,43,3,2026,[],False,0,none
Anurag Tripathi,"nowadays, customer support is only robot and it automatically ends tha chat without asking and proper solution l. very Pathetic customer support. very soon planning to stop using this rude zomato",1,2026-03-22 23:43:49,Zomato,nowadays customer support is only robot and it automatically ends tha chat without asking and proper solution l very pathetic customer support very soon planning to stop using this rude zomato,195,3,2026,['trick_question'],True,1,trick_question
Kunjan Patel,"Non-existent customer care. If they mess up your order, good luck.",1,2026-03-22 23:26:45,Zomato,non existent customer care if they mess up your order good luck,66,3,2026,[],False,0,none
Pragya Pandit,fast delivery and A1 delivery 💓😼,5,2026-03-22 23:21:14,Zomato,fast delivery and a1 delivery,32,3,2026,[],False,0,none
Deepti Sharma,your develiy boy was not good an not develiy my good add on tip and ask for more money to dervily the food what is that poor service also your help was not picking up my call what is that,1,2026-03-22 23:10:43,Zomato,your develiy boy was not good an not develiy my good add on tip and ask for more money to dervily the food what is that poor service also your help was not picking up my call what is that,187,3,2026,[],False,0,none
Chandni Choudhury,"zomato customer care service is useless, one person named Avisekh behaved very roughly with me. my concern was my order was cancelled without my permission. the delivery boy had no change for my cod order. I contacted the customer care, Avishek asked me ""for your 125 rs order how can delivery boy give you a 500 rs change?"" is this my concern? the delivery boy asked me to pay online, but if I had online payment why should I chose cod? they couldn't solve my problem & behaved wrongly. worthless.",1,2026-03-22 23:01:20,Zomato,zomato customer care service is useless one person named avisekh behaved very roughly with me my concern was my order was cancelled without my permission the delivery boy had no change for my cod order i contacted the customer care avishek asked me for your 125 rs order how can delivery boy give you a 500 rs change is this my concern the delivery boy asked me to pay online but if i had online payment why should i chose cod they couldn t solve my problem behaved wrongly worthless,498,3,2026,[],False,0,none
Workshop,"I'm a gold member since 4-6 years the delivery service of this platform is very poor and frustrating,and some times I had to cancel my order and stay without food because Zomato is unable to assign a delivery person after food had been prepared and after 20-30 minutes they assign a delivery person from very far distance so he will also take 20-30 minutes and the restaurant I usually order my food is under 5 km but still you can't deliver it me,It is very frustrating.",1,2026-03-22 23:00:55,Zomato,i m a gold member since 4 6 years the delivery service of this platform is very poor and frustrating and some times i had to cancel my order and stay without food because zomato is unable to assign a delivery person after food had been prepared and after 20 30 minutes they assign a delivery person from very far distance so he will also take 20 30 minutes and the restaurant i usually order my food is under 5 km but still you can t deliver it me it is very frustrating,471,3,2026,[],False,0,none
Ranjana Shukla,good work time efficiency tool👍,5,2026-03-22 22:48:41,Zomato,good work time efficiency tool,31,3,2026,[],False,0,none
GSK,better than swiggy just change the colour of the logo from red to some better colour,5,2026-03-22 22:29:03,Zomato,better than swiggy just change the colour of the logo from red to some better colour,84,3,2026,[],False,0,none
akshay saneshawar,most expense deal hotels charge low Zomato charges almost 40 High,2,2026-03-22 22:28:10,Zomato,most expense deal hotels charge low zomato charges almost 40 high,65,3,2026,[],False,0,none
Jai Bhagwan,"This app. has become totally hopeless now-a-days. Restaurants partnering with this app are delivering partial orders but app is not helping customers to get them either refund or the missing items. The queries raised are answered by AI based chatbot and 99% of them remain unresolved. Customer care executives also don't help. Be cautious, better not to order by this app.",1,2026-03-22 22:27:49,Zomato,this app has become totally hopeless now a days restaurants partnering with this app are delivering partial orders but app is not helping customers to get them either refund or the missing items the queries raised are answered by ai based chatbot and 99 of them remain unresolved customer care executives also don t help be cautious better not to order by this app,372,3,2026,[],False,0,none
Sonu Sahu,"not delivering on time,deliver person making multiple delivery and making the order delay late and late.",1,2026-03-22 22:26:13,Zomato,not delivering on time deliver person making multiple delivery and making the order delay late and late,104,3,2026,[],False,0,none
chhaya Warghat,nothing to say just enjoy,5,2026-03-22 22:25:27,Zomato,nothing to say just enjoy,25,3,2026,[],False,0,none
Mitra Chodankar,"Good experience so far. Less hidden costs like Swiggy, so the offer actually saves you some money.",4,2026-03-22 22:24:58,Zomato,good experience so far less hidden costs like swiggy so the offer actually saves you some money,98,3,2026,['hidden_costs'],True,1,hidden_costs
Irfan Pathan,very nice app love it 💓,5,2026-03-22 22:24:15,Zomato,very nice app love it,23,3,2026,[],False,0,none
DEEPAK DALAL,good experience plzz best offer's 🙏🏻,5,2026-03-22 22:18:37,Zomato,good experience plzz best offer s,36,3,2026,[],False,0,none
shah Nawaz,very good shayaan king king hahahahaha...,5,2026-03-22 22:11:56,Zomato,very good shayaan king king hahahahaha,41,3,2026,[],False,0,none
Cshyam Sath,this app and service are the worst,1,2026-03-22 21:56:30,Zomato,this app and service are the worst,34,3,2026,[],False,0,none
Krishna Kumar,nice work in Zamoto Best,5,2026-03-22 21:55:56,Zomato,nice work in zamoto best,24,3,2026,[],False,0,none
Ratendra singh,"Case on delivery not show my app😡 Zomato's service has become bad. The restaurant staff acts arbitrarily, they do not deliver the order on time and place orders as per their wish.",1,2026-03-22 21:51:40,Zomato,case on delivery not show my app zomato s service has become bad the restaurant staff acts arbitrarily they do not deliver the order on time and place orders as per their wish,179,3,2026,[],False,0,none
Zarif Khatri,"This service is a complete farce; you are better off not ordering any food at all, as the delivery boys engage in fraud. They keep the food for themselves, claim to have delivered it to someone else, and then shift the blame onto you, insisting that it was your mistake mere paise lag gaye or mujhe bola ki aap ki galti hai please uninstall this app or aapko khana manwana hai to swiggy se mangao par is gatiya aap se mat mangao 😠😠😠",1,2026-03-22 21:51:22,Zomato,this service is a complete farce you are better off not ordering any food at all as the delivery boys engage in fraud they keep the food for themselves claim to have delivered it to someone else and then shift the blame onto you insisting that it was your mistake mere paise lag gaye or mujhe bola ki aap ki galti hai please uninstall this app or aapko khana manwana hai to swiggy se mangao par is gatiya aap se mat mangao,432,3,2026,[],False,0,none
Vivek Garg,every time food is getting cold bcz of late delivery,1,2026-03-22 21:48:44,Zomato,every time food is getting cold bcz of late delivery,52,3,2026,[],False,0,none
Adhi chellappan,Good delivery is fast,5,2026-03-22 21:46:54,Zomato,good delivery is fast,21,3,2026,[],False,0,none
daksh shahapurkar,very good but some time the order delayed,4,2026-03-22 21:42:29,Zomato,very good but some time the order delayed,41,3,2026,[],False,0,none
Pratik Gore,"It' was a great time with you zomaaato , but platform fees are just killing . From 2 rupees to nearly 15 massive jump within a year .I would suggest increase 50 Paisa daily till 100 rupees . Till 100 it will go unnoticed no doubt . Time to uninstall this app",1,2026-03-22 21:41:52,Zomato,it was a great time with you zomaaato but platform fees are just killing from 2 rupees to nearly 15 massive jump within a year i would suggest increase 50 paisa daily till 100 rupees till 100 it will go unnoticed no doubt time to uninstall this app,258,3,2026,['hidden_costs'],True,1,hidden_costs
Sanjal Preta,app experience is good,3,2026-03-22 21:37:54,Zomato,app experience is good,22,3,2026,[],False,0,none
Madookar Rx Kandulla,loveit delivery on time,5,2026-03-22 21:35:01,Zomato,loveit delivery on time,23,3,2026,[],False,0,none
Vaibhav Yadav,"Your dumb support AI just might be the reason I stop using zomato for ordering food. no matter what the situation your idiot of an ""AI"" just keep uttering the same thing no matter what. And even if the customer is getting poisoned by the food delivered by you, this chatbot will keep ensuring everything is alright without connecting to an actual human support. Ridiculous",1,2026-03-22 21:33:34,Zomato,your dumb support ai just might be the reason i stop using zomato for ordering food no matter what the situation your idiot of an ai just keep uttering the same thing no matter what and even if the customer is getting poisoned by the food delivered by you this chatbot will keep ensuring everything is alright without connecting to an actual human support ridiculous,372,3,2026,[],False,0,none
jitendar singh,A very bad experience from the support team.,1,2026-03-22 21:32:41,Zomato,a very bad experience from the support team,44,3,2026,[],False,0,none
Kavita rani,Service is good and very helpful,5,2026-03-22 21:32:02,Zomato,service is good and very helpful,32,3,2026,[],False,0,none
Sarthak Thakkar,No proper customer support first they delayed my order by 37 minutes and than cancel it that place another order after that again I placed the order the again delayed and the customer support guys just closed the conversation without proper solution because he cant answer a damn thing,1,2026-03-22 21:29:23,Zomato,no proper customer support first they delayed my order by 37 minutes and than cancel it that place another order after that again i placed the order the again delayed and the customer support guys just closed the conversation without proper solution because he cant answer a damn thing,285,3,2026,[],False,0,none
dhruv shukla,the zomato support does not help and blocks itself in the time of need,1,2026-03-22 21:29:00,Zomato,the zomato support does not help and blocks itself in the time of need,70,3,2026,[],False,0,none
Babli Chaubey,good food ... delivery on timee,5,2026-03-22 21:27:11,Zomato,good food delivery on timee,31,3,2026,[],False,0,none
Hemavathi J C,"1. Zomato app ""was"" nice. 2. platform fee, gold,now vip and what not?? 3. Everytime my order is delayed by 30 minutes, despite taking gold membership. 4. Platform fee is raising day by day. 5. Unistalled Zomato.",1,2026-03-22 21:22:25,Zomato,1 zomato app was nice 2 platform fee gold now vip and what not 3 everytime my order is delayed by 30 minutes despite taking gold membership 4 platform fee is raising day by day 5 unistalled zomato,211,3,2026,['hidden_costs'],True,1,hidden_costs
Sumesh kp,The God who feeds the hungry,5,2026-03-22 21:21:24,Zomato,the god who feeds the hungry,28,3,2026,[],False,0,none
Priyanka Mahawar,the best ever food service I love it,5,2026-03-22 21:21:19,Zomato,the best ever food service i love it,36,3,2026,[],False,0,none
Venkatakumar A,worst app and worst customer support,1,2026-03-22 21:20:24,Zomato,worst app and worst customer support,36,3,2026,[],False,0,none
siddharth shankar,if I can write in negative bt there is no option,1,2026-03-22 21:16:16,Zomato,if i can write in negative bt there is no option,48,3,2026,[],False,0,none
Hetalba Chudasama,best food delivery app ever 😋,5,2026-03-22 21:16:13,Zomato,best food delivery app ever,29,3,2026,[],False,0,none
Real Gtneo3t,too delay delivery taking 1 hours,1,2026-03-22 21:15:49,Zomato,too delay delivery taking 1 hours,33,3,2026,[],False,0,none
Pranay Ninave,awesome experience but one problem 😉 cash on delivery not available,5,2026-03-22 21:15:10,Zomato,awesome experience but one problem cash on delivery not available,67,3,2026,[],False,0,none
Pranav Poduval,waste.... such a scam .....trys to steal ur money in every way,1,2026-03-22 21:15:04,Zomato,waste such a scam trys to steal ur money in every way,62,3,2026,[],False,0,none
Nitin Agarwal,very nice Fully satisfied keep it up,5,2026-03-22 21:14:50,Zomato,very nice fully satisfied keep it up,36,3,2026,[],False,0,none
ANIL KUMAR D,Very bad service. Please don't rely their offers related to service timings.,1,2026-03-22 21:13:02,Zomato,very bad service please don t rely their offers related to service timings,76,3,2026,[],False,0,none
Girish Kumar,One of the worst apps to be honest. I have been using this app from almost 7 years but lately their services are worst. Especially their customer support team including AI chat,1,2026-03-22 21:08:32,Zomato,one of the worst apps to be honest i have been using this app from almost 7 years but lately their services are worst especially their customer support team including ai chat,176,3,2026,[],False,0,none
Shakthi Priya,ordered food delivered on time and we have applied coupon,5,2026-03-22 21:07:06,Zomato,ordered food delivered on time and we have applied coupon,57,3,2026,[],False,0,none
DegaManikantaKumar Naidu,"worst app ,delivery delays again and again from 2 months.",1,2026-03-22 21:02:55,Zomato,worst app delivery delays again and again from 2 months,57,3,2026,[],False,0,none
Ayush Soni,Mera id tarminate ho gaya hai aur mere id me 846 rupiya hai aur mere account me paisa nhi aaya,1,2026-03-22 20:57:05,Zomato,mera id tarminate ho gaya hai aur mere id me 846 rupiya hai aur mere account me paisa nhi aaya,94,3,2026,[],False,0,none
Mushtaq Ahmad,Nice but no give offer,5,2026-03-22 20:55:36,Zomato,nice but no give offer,22,3,2026,[],False,0,none
Shab Stories,too bad bcoz most of the time delivery partners are not available,1,2026-03-22 20:48:37,Zomato,too bad bcoz most of the time delivery partners are not available,65,3,2026,[],False,0,none
Mihir Dubey,ap log ka kaisa service hai aplog ke rider double payment lekar call recive nhi karte h (first payment karne pe pending hua dubara payment pe successfully ho gya likin 10 hours baad mera first payment successfull ho gya fir rider ke pass call karne pe call recive nhi kr rha h paisa le kr bhaggg gya call recive nhi kr rha h) bahuttt ghatiyaaa apka rider service hai 😒,1,2026-03-22 20:37:49,Zomato,ap log ka kaisa service hai aplog ke rider double payment lekar call recive nhi karte h first payment karne pe pending hua dubara payment pe successfully ho gya likin 10 hours baad mera first payment successfull ho gya fir rider ke pass call karne pe call recive nhi kr rha h paisa le kr bhaggg gya call recive nhi kr rha h bahuttt ghatiyaaa apka rider service hai,368,3,2026,[],False,0,none
Jaya Rathor,mast hai app hai 😂 khana Badi teji se a jata Hai per Paisa bhi bahut leta hai,5,2026-03-22 20:34:51,Zomato,mast hai app hai khana badi teji se a jata hai per paisa bhi bahut leta hai,77,3,2026,[],False,0,none
Rajamma Kolatam,super fast and best app,5,2026-03-22 20:32:31,Zomato,super fast and best app,23,3,2026,[],False,0,none
Ruchika Gulyani,Perfect for food lovers & easy to search food items,5,2026-03-22 20:31:32,Zomato,perfect for food lovers easy to search food items,51,3,2026,[],False,0,none
Ruchismita Khatua,"Within time delivery, good services and location awareness of the delivery agents are absolutely amazing.The app is very convenient to use and usage of membership is very good",5,2026-03-22 20:30:33,Zomato,within time delivery good services and location awareness of the delivery agents are absolutely amazing the app is very convenient to use and usage of membership is very good,175,3,2026,[],False,0,none
sanaa saifi,"worst app, their worker does not respond, does not even place the order, takes it away and goes away. their staff members provide no response, not do they place an order; they simply take the items back and leave. Furthermore, they neither answer their phones not return calls. these people did not refund my payment... very bad app please don't install this app",1,2026-03-22 20:20:46,Zomato,worst app their worker does not respond does not even place the order takes it away and goes away their staff members provide no response not do they place an order they simply take the items back and leave furthermore they neither answer their phones not return calls these people did not refund my payment very bad app please don t install this app,362,3,2026,['roach_motel'],True,1,roach_motel
Rajiv Agarwal,"Rating it low because it doesn't give an option to rate itself with orders. An absolute rogue of a company that has been taking customers, restaurants and delivery partners for a ride. zero accountability on itself. whether it is about randomly extending delivery time to exploitation of delivery partners in the name of process.",1,2026-03-22 20:14:47,Zomato,rating it low because it doesn t give an option to rate itself with orders an absolute rogue of a company that has been taking customers restaurants and delivery partners for a ride zero accountability on itself whether it is about randomly extending delivery time to exploitation of delivery partners in the name of process,329,3,2026,[],False,0,none
Mou Mondal,"see some times this app is so irritating,if any time you mistakenly do order of one more box of food then you can't just cancel it at any cost ...I can't understand what policy is this....very dissapointed....",1,2026-03-22 20:12:46,Zomato,see some times this app is so irritating if any time you mistakenly do order of one more box of food then you can t just cancel it at any cost i can t understand what policy is this very dissapointed,209,3,2026,[],False,0,none
Ali Sohib,very good aap fast delivery on cash,5,2026-03-22 20:10:32,Zomato,very good aap fast delivery on cash,35,3,2026,[],False,0,none
Geetanjali Bhoite,It's good...has coupons and discounts.Easy to operate!,5,2026-03-22 20:08:50,Zomato,it s good has coupons and discounts easy to operate,54,3,2026,[],False,0,none
Arfan Gawandi,nice app for food delivery,5,2026-03-22 20:08:25,Zomato,nice app for food delivery,26,3,2026,[],False,0,none
Kartika Suroliya,A very good application for food items,5,2026-03-22 20:07:40,Zomato,a very good application for food items,38,3,2026,[],False,0,none
Renju Radhakrishnan,Best food delivery service,5,2026-03-22 20:06:08,Zomato,best food delivery service,26,3,2026,[],False,0,none
Amar Patel,good service Experience 👍,5,2026-03-22 20:03:32,Zomato,good service experience,25,3,2026,[],False,0,none
Sheela Sheela,you can trust that they will deliver on train,5,2026-03-22 20:00:52,Zomato,you can trust that they will deliver on train,45,3,2026,[],False,0,none
Mohamed Kamaludeen k,Excellent Service 👍. Correct price..,5,2026-03-22 19:58:40,Zomato,excellent service correct price,36,3,2026,[],False,0,none
MANAN Sompura,top online booking app,5,2026-03-22 19:55:39,Zomato,top online booking app,22,3,2026,[],False,0,none
KARTHIK Karthi,bhai food on train mein correct coach mein bhejo yaar last time A1 coach mein Tha A2 mein bhej diya aur woh bhi night mein otherwise the best app.,5,2026-03-22 19:54:25,Zomato,bhai food on train mein correct coach mein bhejo yaar last time a1 coach mein tha a2 mein bhej diya aur woh bhi night mein otherwise the best app,146,3,2026,[],False,0,none
jaisingh Deshmukh,I hardly use apps but they are very easy and a good deal,5,2026-03-22 19:54:13,Zomato,i hardly use apps but they are very easy and a good deal,56,3,2026,[],False,0,none
Anis Patel,always 😊 happy with zomato,4,2026-03-22 19:51:57,Zomato,always happy with zomato,26,3,2026,[],False,0,none
Kailash Singh,ye aap per mene oder cancel kiya pase wapes nahi aaya 😔 😟,1,2026-03-22 19:50:43,Zomato,ye aap per mene oder cancel kiya pase wapes nahi aaya,57,3,2026,[],False,0,none
Shanthi Suresh,It's good food and on time service.Thankyou.,3,2026-03-22 19:49:48,Zomato,it s good food and on time service thankyou,44,3,2026,[],False,0,none
umesh chandra pal,with accurate time with fresh food,4,2026-03-22 19:46:03,Zomato,with accurate time with fresh food,34,3,2026,[],False,0,none
Virat Flag army,Its awful app and so dirty and bad service don't support this app it's fraud,1,2026-03-22 19:42:26,Zomato,its awful app and so dirty and bad service don t support this app it s fraud,76,3,2026,[],False,0,none
Veera Kumar,Good and better than Other srervice,5,2026-03-22 19:38:19,Zomato,good and better than other srervice,35,3,2026,[],False,0,none
Sumit Chatterjee,quite good service and food,4,2026-03-22 19:37:38,Zomato,quite good service and food,27,3,2026,[],False,0,none
Shubham Thakur,really lovely app for food delivery,5,2026-03-22 19:36:28,Zomato,really lovely app for food delivery,35,3,2026,[],False,0,none
Rajesh Jha,Great place to eat and share your feedback at the time.,5,2026-03-22 19:35:06,Zomato,great place to eat and share your feedback at the time,55,3,2026,[],False,0,none
Pappu Patel,very good app It also help full app 😊😚😍😍😘🥳🤗😁☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️😙❣️❣️❣️❣️❣️❣️,5,2026-03-22 19:34:38,Zomato,very good app it also help full app,85,3,2026,[],False,0,none
Mukund Bais,Extraordinary service.. you're always upto mark.I am really impressed with your way of working with us.,5,2026-03-22 19:31:17,Zomato,extraordinary service you re always upto mark i am really impressed with your way of working with us,103,3,2026,[],False,0,none
dhamo dharan,platform charges increasing day by day hope we should see some other app soon,2,2026-03-22 19:26:25,Zomato,platform charges increasing day by day hope we should see some other app soon,77,3,2026,[],False,0,none
Ketan Shah,good offers and prompt delivery,5,2026-03-22 19:23:05,Zomato,good offers and prompt delivery,31,3,2026,[],False,0,none
naushin ansari,can have various options of foods and also Have many discount deals,5,2026-03-22 19:19:58,Zomato,can have various options of foods and also have many discount deals,67,3,2026,[],False,0,none
nagesh Rane,price is low compare to other apps,5,2026-03-22 19:18:04,Zomato,price is low compare to other apps,34,3,2026,[],False,0,none
Sengottuvel Manickam,on time delivery in every order🥰,5,2026-03-22 19:16:06,Zomato,on time delivery in every order,32,3,2026,[],False,0,none
Manvirrandhawa190 Manvirrandhawa190,Awesome food nd fast delivery,5,2026-03-22 19:15:33,Zomato,awesome food nd fast delivery,29,3,2026,[],False,0,none
Jaganath Kalla,good and fantastic experience,5,2026-03-22 19:13:15,Zomato,good and fantastic experience,29,3,2026,[],False,0,none
