user,review,rating,date,app,cleaned_review,review_length,month,year,detected_patterns,has_dark_pattern,pattern_count,detected_patterns_str
Armansoor,"very poor, no good service, even flight cancelled no notification.",1,2026-03-22 01:53:26,MakeMyTrip,very poor no good service even flight cancelled no notification,66,3,2026,[],False,0,none
Gagan Kollipara,worst service not giving refunds soon,1,2026-03-22 00:10:17,MakeMyTrip,worst service not giving refunds soon,37,3,2026,[],False,0,none
Rajat Kamra,"Do NOT book via MakeMyTrip. This is not a trustworthy app. They show hotel photos and descriptions on the app, but the actual property can be completely different. Since they take advance payment, you get stuck and have very little option at the last moment. Talking about customer service — they close tickets without proper resolution, there is no proper verification of hotels, and the hotel listing descriptions do not match reality. After this experience, I will never book anything from MMT.",1,2026-03-22 00:03:40,MakeMyTrip,do not book via makemytrip this is not a trustworthy app they show hotel photos and descriptions on the app but the actual property can be completely different since they take advance payment you get stuck and have very little option at the last moment talking about customer service they close tickets without proper resolution there is no proper verification of hotels and the hotel listing descriptions do not match reality after this experience i will never book anything from mmt,497,3,2026,[],False,0,none
Shikhar Sharad,"Booked cab via MMT. Was asked to pay toll by the driver since he didn't have fastag, driver said he will pay back after talking to owner, he didn't. MMT customer care didn't help refunding it saying not responsible since I contacted they after 48 hours.",1,2026-03-21 23:42:13,MakeMyTrip,booked cab via mmt was asked to pay toll by the driver since he didn t have fastag driver said he will pay back after talking to owner he didn t mmt customer care didn t help refunding it saying not responsible since i contacted they after 48 hours,253,3,2026,[],False,0,none
S R Malik,"worst app for travel booking, 1st I didn't receive my refund it's been in processing for 15 days and then the bus I booked didn't even pick me from the boarding location.",1,2026-03-21 22:38:33,MakeMyTrip,worst app for travel booking 1st i didn t receive my refund it s been in processing for 15 days and then the bus i booked didn t even pick me from the boarding location,170,3,2026,[],False,0,none
Saket Show,"Very poor assistance due to AI, if you ask about refund policy they will initiate refund directly. I have used my gift card coupon to book one service and it was on the verge of expiry, once I cancelled my service, they refunded my money on the same expired gift coupan. 👏👏 I don't know if someone takes care on this system and actually resolve this issue. please don't say it's our policy as no policy should be ahead of customer.",1,2026-03-21 22:31:39,MakeMyTrip,very poor assistance due to ai if you ask about refund policy they will initiate refund directly i have used my gift card coupon to book one service and it was on the verge of expiry once i cancelled my service they refunded my money on the same expired gift coupan i don t know if someone takes care on this system and actually resolve this issue please don t say it s our policy as no policy should be ahead of customer,431,3,2026,[],False,0,none
NISHA KUMARI,"I lost 10000 rupees due to this app, there is full refund on flight cancellation if delay is more than 5 hours but this app returned me less than half of the refund amount. also it's AI is completely annoying service. if you don't want to capture honest customer problem, just write on your app Not working on understanding customer issues and real time assistance support. just leaving you with AI for assistance who has a very limited understanding. I will not recommend this for flight booking",1,2026-03-21 22:24:28,MakeMyTrip,i lost 10000 rupees due to this app there is full refund on flight cancellation if delay is more than 5 hours but this app returned me less than half of the refund amount also it s ai is completely annoying service if you don t want to capture honest customer problem just write on your app not working on understanding customer issues and real time assistance support just leaving you with ai for assistance who has a very limited understanding i will not recommend this for flight booking,496,3,2026,[],False,0,none
Hans Raj,nice pic 🤩🤩🤩🤩☺️☺️☺️☺️☺️,5,2026-03-21 21:47:42,MakeMyTrip,nice pic,23,3,2026,[],False,0,none
Saikiran Kadimisetty,"too bad service regretting as I was a frequent customer to make my trip first booked a bus, and automatically cancelled by operator with a reason of breakdown and now booked again with higher price to reach early to my destination and the bus is delay by 2hrs and make my trip is not even providing any compensation and just blaming the travels this is not correct solution",1,2026-03-21 21:42:02,MakeMyTrip,too bad service regretting as i was a frequent customer to make my trip first booked a bus and automatically cancelled by operator with a reason of breakdown and now booked again with higher price to reach early to my destination and the bus is delay by 2hrs and make my trip is not even providing any compensation and just blaming the travels this is not correct solution,373,3,2026,[],False,0,none
Pratyush Singh,best replacement for irctc,5,2026-03-21 20:26:57,MakeMyTrip,best replacement for irctc,26,3,2026,[],False,0,none
mahesh vishnoi,3x refund is a fraud policy of MMT . we are unable to use 3x refund by our own will. you should give 2x refund in mmt my cash. why are you giving this in a coupon from. very poor service . pathetic,1,2026-03-21 19:55:43,MakeMyTrip,3x refund is a fraud policy of mmt we are unable to use 3x refund by our own will you should give 2x refund in mmt my cash why are you giving this in a coupon from very poor service pathetic,197,3,2026,[],False,0,none
Subbarao Prakash,I often use MakeMyTrip to plan travel booking bcoz it's simple and straightforward,5,2026-03-21 19:27:42,MakeMyTrip,i often use makemytrip to plan travel booking bcoz it s simple and straightforward,82,3,2026,[],False,0,none
Fathimah Hameed,"Very poor and delay services, even they didn't care about the customer support, very disappointed,",1,2026-03-21 18:57:23,MakeMyTrip,very poor and delay services even they didn t care about the customer support very disappointed,98,3,2026,[],False,0,none
Vikas kumar,good platform to book a ticket and hotels,4,2026-03-21 18:00:49,MakeMyTrip,good platform to book a ticket and hotels,41,3,2026,[],False,0,none
DIGITAL WORLD LINK,worst experience at club view hotel you fooled us,1,2026-03-21 17:01:26,MakeMyTrip,worst experience at club view hotel you fooled us,49,3,2026,[],False,0,none
Biswajit Mukherjee,This is an excellent app for trip.,5,2026-03-21 16:44:04,MakeMyTrip,this is an excellent app for trip,34,3,2026,[],False,0,none
ASHUUTOSH SRIVASTAVA,"I think the best app to fulfill your travel needs, with comprehensive information and easy access to customer support",5,2026-03-21 16:27:25,MakeMyTrip,i think the best app to fulfill your travel needs with comprehensive information and easy access to customer support,117,3,2026,[],False,0,none
Pranav Prasoon,Third class app for bus and hotel bookings,1,2026-03-21 15:10:32,MakeMyTrip,third class app for bus and hotel bookings,42,3,2026,[],False,0,none
Sujan Hait,"Have you closed ""Zero payment booking"" ?",3,2026-03-21 14:11:03,MakeMyTrip,have you closed zero payment booking,40,3,2026,[],False,0,none
mustafa a,worst response from customer care avoid it,1,2026-03-21 13:48:23,MakeMyTrip,worst response from customer care avoid it,42,3,2026,[],False,0,none
Harshad Yewale,"I had a very bad experience with MakeMyTrip. My refund has been pending for a long time, and there is absolutely no proper support from their side. I booked my ticket through MMT, but when the airline cancelled the flight, they clearly told me that the refund was already processed from their end and I should contact the booking agent. However, in the MMT app, the status still shows “yet to be confirmed by airline,” which is completely misleading. There is no clear communication, no proper update",1,2026-03-21 13:09:17,MakeMyTrip,i had a very bad experience with makemytrip my refund has been pending for a long time and there is absolutely no proper support from their side i booked my ticket through mmt but when the airline cancelled the flight they clearly told me that the refund was already processed from their end and i should contact the booking agent however in the mmt app the status still shows yet to be confirmed by airline which is completely misleading there is no clear communication no proper update,500,3,2026,[],False,0,none
Akshay Sood,Worst experience with MakeMyTrip(MMT). My flight got cancelled and there has been no update on the refund. Now when checking the update on the app it shows the ticket is closed without sending any notification stating the airline has filed for bankruptcy and they are not able to do anything. The IVR is absolutely disgusting. They have removed the option to reach to customer service.,1,2026-03-21 12:36:06,MakeMyTrip,worst experience with makemytrip mmt my flight got cancelled and there has been no update on the refund now when checking the update on the app it shows the ticket is closed without sending any notification stating the airline has filed for bankruptcy and they are not able to do anything the ivr is absolutely disgusting they have removed the option to reach to customer service,385,3,2026,[],False,0,none
Kaustubh Nagwekar,"Great app for vacation booking, private vehicles for tour, flights, holidays, etc",5,2026-03-21 12:14:24,MakeMyTrip,great app for vacation booking private vehicles for tour flights holidays etc,81,3,2026,[],False,0,none
sayeed aamir,"Pathetic and worst , my flight to Malaysia was on 22 and even after documents submission 3weeks early until 21st afternoon Digital Arrival Card was not processed, booked forex but document upload was not working and advance paid won't be refunded. Worst of all they removed all human interaction and installed AI agents that don't serve the purpose, understand and resolve issues. I really regret choosing this app and want to warn you guys . you may end up missing your flights or being deported",1,2026-03-21 12:10:12,MakeMyTrip,pathetic and worst my flight to malaysia was on 22 and even after documents submission 3weeks early until 21st afternoon digital arrival card was not processed booked forex but document upload was not working and advance paid won t be refunded worst of all they removed all human interaction and installed ai agents that don t serve the purpose understand and resolve issues i really regret choosing this app and want to warn you guys you may end up missing your flights or being deported,496,3,2026,[],False,0,none
Rupesh Salunkhe,"such an annoying update, Everytime i start to search for anything i get a chatbot popup.. men.. i don't want to chat with bot.. i want to search hotels.",2,2026-03-21 11:58:58,MakeMyTrip,such an annoying update everytime i start to search for anything i get a chatbot popup men i don t want to chat with bot i want to search hotels,152,3,2026,[],False,0,none
Mohan Rohilla,"MMT ka koi muqabla nahi kar sakta, it's great 🙏",5,2026-03-21 11:55:49,MakeMyTrip,mmt ka koi muqabla nahi kar sakta it s great,47,3,2026,[],False,0,none
aankit lunker,"amazing coupons, enjoying",5,2026-03-21 11:55:38,MakeMyTrip,amazing coupons enjoying,25,3,2026,[],False,0,none
Srijith N unnikrishnan,"for cancelled flight, make my trip is not giving full refund Even though airlines are refunding full amount. very bad experience from make my trip also its very surprising that there is no real human being in make my trip customer care.. make my trip made me fool",1,2026-03-21 11:43:23,MakeMyTrip,for cancelled flight make my trip is not giving full refund even though airlines are refunding full amount very bad experience from make my trip also its very surprising that there is no real human being in make my trip customer care make my trip made me fool,263,3,2026,[],False,0,none
shashi .m,Customer support sucks,1,2026-03-21 09:43:50,MakeMyTrip,customer support sucks,22,3,2026,[],False,0,none
Suthesh Yohan,good and user friendly,5,2026-03-21 08:28:09,MakeMyTrip,good and user friendly,22,3,2026,[],False,0,none
sonu jagga,great experience with MMT my go to app for all the bookings,5,2026-03-21 07:20:54,MakeMyTrip,great experience with mmt my go to app for all the bookings,59,3,2026,[],False,0,none
NARESH GADDE,"worst service from make my trip When I booked train tickets, not only did they fail to get confirmed, but instead of cancelling them and issuing a refund, they allocated seats in the 'RAC'.But if you look closely, there are many seats on the train, says TT.",1,2026-03-21 06:10:10,MakeMyTrip,worst service from make my trip when i booked train tickets not only did they fail to get confirmed but instead of cancelling them and issuing a refund they allocated seats in the rac but if you look closely there are many seats on the train says tt,257,3,2026,[],False,0,none
Gururaj Ashrit,"A Trustworthy companion for your secured trip ,",5,2026-03-21 05:42:50,MakeMyTrip,a trustworthy companion for your secured trip,47,3,2026,[],False,0,none
Shaik Muhammad Shafiuddin,Always gives Very detailed information about the flights,5,2026-03-21 05:04:03,MakeMyTrip,always gives very detailed information about the flights,56,3,2026,[],False,0,none
Siren Aetheria,"the app don't have customer support number or email. My upcoming flight this March 29,2026 from Dubai to China Southern then PH was cancelled without any update in the app or email. i have layover only in china and now its totally messed up. No one is helping even the free toll number cannot connect.",1,2026-03-21 04:49:12,MakeMyTrip,the app don t have customer support number or email my upcoming flight this march 29 2026 from dubai to china southern then ph was cancelled without any update in the app or email i have layover only in china and now its totally messed up no one is helping even the free toll number cannot connect,301,3,2026,[],False,0,none
Raghul,"I have initiated for a name correction request, they closed my incident without my concern stating that this couldn't be done. no response from their end.and I had wasted my ticket of price 8k. worst customer service.!",1,2026-03-21 02:32:50,MakeMyTrip,i have initiated for a name correction request they closed my incident without my concern stating that this couldn t be done no response from their end and i had wasted my ticket of price 8k worst customer service,218,3,2026,['roach_motel'],True,1,roach_motel
Ayan Shahad,"never ever will use this app very bad customer service, not getting any proper answers and no one taking responsibility about customer issues",1,2026-03-20 23:25:32,MakeMyTrip,never ever will use this app very bad customer service not getting any proper answers and no one taking responsibility about customer issues,141,3,2026,[],False,0,none
Tanish Chandila,best hotel in india all off app,5,2026-03-20 22:48:28,MakeMyTrip,best hotel in india all off app,31,3,2026,[],False,0,none
Uday Chalke,Hassle free cancellation. It's so trustworthy.,5,2026-03-20 22:38:57,MakeMyTrip,hassle free cancellation it s so trustworthy,46,3,2026,[],False,0,none
revuri Satya,one of the worst apps in the play store. he was supposed to give 5000+ money on 3x guarantee but he only gave 4000+. we had also paid 70 rupees on each ticket for getting 3x guarantee. but he nearly didn't gave 2000 rupees. dabbulu bokka don't use this app.,1,2026-03-20 22:35:15,MakeMyTrip,one of the worst apps in the play store he was supposed to give 5000 money on 3x guarantee but he only gave 4000 we had also paid 70 rupees on each ticket for getting 3x guarantee but he nearly didn t gave 2000 rupees dabbulu bokka don t use this app,257,3,2026,[],False,0,none
A Google user,Good choice great offer,5,2026-03-20 22:29:26,MakeMyTrip,good choice great offer,23,3,2026,[],False,0,none
Atul Ahuja,Misguide to Customer while taking the advance payment of international trip. Don't suggest to take service from MMT,1,2026-03-20 20:48:45,MakeMyTrip,misguide to customer while taking the advance payment of international trip don t suggest to take service from mmt,115,3,2026,[],False,0,none
binu vk,"Not recommended to book tickets through MakeMyTrip. Their customer care is unresponsive, and there is no proper contact email available for support. My flight was cancelled, but I have not received the full refund yet. Very disappointing experience.",1,2026-03-20 18:31:07,MakeMyTrip,not recommended to book tickets through makemytrip their customer care is unresponsive and there is no proper contact email available for support my flight was cancelled but i have not received the full refund yet very disappointing experience,249,3,2026,[],False,0,none
Abdurahim Kalappattil,Very low standard customer support,1,2026-03-20 18:30:42,MakeMyTrip,very low standard customer support,34,3,2026,[],False,0,none
PUNEET KESWANI,"Most pathetic customer service. I m a platinum customer, still I don't get good customer service.",1,2026-03-20 17:32:24,MakeMyTrip,most pathetic customer service i m a platinum customer still i don t get good customer service,97,3,2026,[],False,0,none
Mahesh Bawankar,no customer care service available.,1,2026-03-20 16:19:17,MakeMyTrip,no customer care service available,35,3,2026,[],False,0,none
THE PHR,There's no customer service zero customer service literally,1,2026-03-20 15:58:13,MakeMyTrip,there s no customer service zero customer service literally,59,3,2026,[],False,0,none
Ghada Gamal,one of the worst gives false booking number and let you wait in the reception for hours also the WiFi contact service is not working. the customer service is not available all the time.,1,2026-03-20 15:23:31,MakeMyTrip,one of the worst gives false booking number and let you wait in the reception for hours also the wifi contact service is not working the customer service is not available all the time,185,3,2026,[],False,0,none
ABDUL SHABBER KHADAR,"I had a very bad experience with this Aap customer service center team, what actually happened I booked a reservation to stay in dubai for 15 nigts through this Aap in February 2026 then after I canceled my booking once I canceled my booking my amount is reflected in my Aap Wich is Make Mytrip wallet and I try to book another booking in March 2026 in this time I want to use my wallet amount for my second booking but I cannot able to use my wallet amount Wich is on my wallet amount 👎👎👎",1,2026-03-20 15:10:52,MakeMyTrip,i had a very bad experience with this aap customer service center team what actually happened i booked a reservation to stay in dubai for 15 nigts through this aap in february 2026 then after i canceled my booking once i canceled my booking my amount is reflected in my aap wich is make mytrip wallet and i try to book another booking in march 2026 in this time i want to use my wallet amount for my second booking but i cannot able to use my wallet amount wich is on my wallet amount,489,3,2026,[],False,0,none
Asadali Saiyed,"There is no way to contact customer care, neither through phone nor through email ID. I cannot raise any queries through email. Very bad experience. Contact me if possible from Make my trip team.",1,2026-03-20 14:49:50,MakeMyTrip,there is no way to contact customer care neither through phone nor through email id i cannot raise any queries through email very bad experience contact me if possible from make my trip team,195,3,2026,[],False,0,none
Rizwaan Manzoor,"I am extremely disappointed with MakeMyTrip. My flydubai flight was cancelled on 4th March and I applied for a refund, but today is 20th March and I still haven't received it. When I call the MakeMyTrip helpline, there is a long wait, and I am getting no clear answers.""",1,2026-03-20 14:39:42,MakeMyTrip,i am extremely disappointed with makemytrip my flydubai flight was cancelled on 4th march and i applied for a refund but today is 20th march and i still haven t received it when i call the makemytrip helpline there is a long wait and i am getting no clear answers,270,3,2026,[],False,0,none
सनत तिवारी,They are Fraud they had stolen my refund and not returning after following up since a month don't book anything from MMT it's a cheater plateform,1,2026-03-20 13:47:25,MakeMyTrip,they are fraud they had stolen my refund and not returning after following up since a month don t book anything from mmt it s a cheater plateform,145,3,2026,[],False,0,none
Amritha,this is the worst agency i have seen in my life. totally fake,1,2026-03-20 12:21:58,MakeMyTrip,this is the worst agency i have seen in my life totally fake,61,3,2026,[],False,0,none
gunaseelan g,"No customer care & no response for customer complaint,you can mail or call or you can use any mode of communication,The result is they won't hear your cry, Also they won't worry about the money you paid. There is no option in their app also.EDIT-2:-LINK WHICH THEY SEND WILL NOT WORK I HAVE TRIED MULTIPLE TIMES.THEIR CUSTOMER CARE NUMBER WON'T CONNECT TO EXECUTIVE, DESPITE HAVING NUMBER THEY WON'T CALL, it's 20 days there is no response from them. How to reach your customer care?",1,2026-03-20 12:13:39,MakeMyTrip,no customer care no response for customer complaint you can mail or call or you can use any mode of communication the result is they won t hear your cry also they won t worry about the money you paid there is no option in their app also edit 2 link which they send will not work i have tried multiple times their customer care number won t connect to executive despite having number they won t call it s 20 days there is no response from them how to reach your customer care,483,3,2026,['roach_motel'],True,1,roach_motel
arjunarao kanteti,my experience with make my trip both in booking and cancellation of property at jaisidhi junction railway station jharkhand is excellent.,5,2026-03-20 11:46:11,MakeMyTrip,my experience with make my trip both in booking and cancellation of property at jaisidhi junction railway station jharkhand is excellent,137,3,2026,[],False,0,none
Milton,"Very Disappointing, Booked train ticket under Trip guarantee option , RLWL28 . Ticket didn't get confirmed that was ok but Makemytrip didn't refund me as per Trip guarantee option(voucher) inspite the money refunded was deducted more than their cancelation policy , tried to contact customer care but the call gets disconnected automatically, no proper complaint procedures not even on their app.",1,2026-03-20 11:31:42,MakeMyTrip,very disappointing booked train ticket under trip guarantee option rlwl28 ticket didn t get confirmed that was ok but makemytrip didn t refund me as per trip guarantee option voucher inspite the money refunded was deducted more than their cancelation policy tried to contact customer care but the call gets disconnected automatically no proper complaint procedures not even on their app,396,3,2026,['forced_subscription'],True,1,forced_subscription
Akilan,"myra ai, irritating can't search anything like before",1,2026-03-20 11:05:11,MakeMyTrip,myra ai irritating can t search anything like before,53,3,2026,[],False,0,none
Dinesh Behera,it's a good app...but bit laggy...when you move back and forth,5,2026-03-20 10:40:41,MakeMyTrip,it s a good app but bit laggy when you move back and forth,62,3,2026,[],False,0,none
Sumit Raina,I have a refund request over a month and it is yet to be resolved. When I try to reach via your support. I'm not given a proper resolution by your useless AI which does not even connect me with the human. Rubbish company!!!,1,2026-03-20 09:45:16,MakeMyTrip,i have a refund request over a month and it is yet to be resolved when i try to reach via your support i m not given a proper resolution by your useless ai which does not even connect me with the human rubbish company,223,3,2026,[],False,0,none
Murali Mohan,customer service support is worse compared to any app. this crisis time is completely frustrating to connect with customer support.,1,2026-03-20 09:26:35,MakeMyTrip,customer service support is worse compared to any app this crisis time is completely frustrating to connect with customer support,131,3,2026,[],False,0,none
Patel Surekha,I am very happy to this app.the best and all fighters are easily understood.this is the good app to book hotels as well as travelling ticket I mostly use to book train and bus tickets no glitch it's smooth to use.one of the best apps for those who wanted free while holdoying with this app on your mobile.,5,2026-03-20 08:53:15,MakeMyTrip,i am very happy to this app the best and all fighters are easily understood this is the good app to book hotels as well as travelling ticket i mostly use to book train and bus tickets no glitch it s smooth to use one of the best apps for those who wanted free while holdoying with this app on your mobile,305,3,2026,[],False,0,none
Mohamed ali,very bad service and very bad customer supper worest experience ever,1,2026-03-20 08:34:31,MakeMyTrip,very bad service and very bad customer supper worest experience ever,68,3,2026,[],False,0,none
Meraj Ahmad,Service is verry slow becouse my refund flight cancel amount under process before 20 days. Next time never ever choose this app.,1,2026-03-20 04:58:16,MakeMyTrip,service is verry slow becouse my refund flight cancel amount under process before 20 days next time never ever choose this app,128,3,2026,[],False,0,none
Ahmed Bahaa,very bad customer service.. and they dont have email customer service. .,1,2026-03-20 02:59:18,MakeMyTrip,very bad customer service and they dont have email customer service,72,3,2026,[],False,0,none
ronny shekhawat,world best app for booking hotal and flight ✈️🛫✈️✈️✈️✈️,5,2026-03-20 02:55:50,MakeMyTrip,world best app for booking hotal and flight,55,3,2026,[],False,0,none
Satish K. Singh,An awesome app to have....😊😊,5,2026-03-20 02:41:45,MakeMyTrip,an awesome app to have,28,3,2026,[],False,0,none
Elanthendral Mariappan,all good. but when we search we need to reserve the first time. or automatically the price will increase,5,2026-03-19 21:48:05,MakeMyTrip,all good but when we search we need to reserve the first time or automatically the price will increase,104,3,2026,[],False,0,none
Asha Hans,"Following the recent situation in Dubai that disrupted our travel plans, Air India cancelled our tickets and refunded the amount to MakeMyTrip. Despite contacting MakeMyTrip multiple times over the past few days, they are now claiming that no refund will be issued. I don’t understand why MakeMyTrip is withholding my money when the airline has already processed the refund to them. This company is frustrating and acting fraudulent!!!!",1,2026-03-19 21:39:04,MakeMyTrip,following the recent situation in dubai that disrupted our travel plans air india cancelled our tickets and refunded the amount to makemytrip despite contacting makemytrip multiple times over the past few days they are now claiming that no refund will be issued i don t understand why makemytrip is withholding my money when the airline has already processed the refund to them this company is frustrating and acting fraudulent,436,3,2026,['roach_motel'],True,1,roach_motel
Swati Pathak,all budget hotels and transparent services... no hidden policies,5,2026-03-19 21:13:00,MakeMyTrip,all budget hotels and transparent services no hidden policies,64,3,2026,['hidden_costs'],True,1,hidden_costs
Ashwini Bhandary,very good app for ticket booking,5,2026-03-19 21:09:00,MakeMyTrip,very good app for ticket booking,32,3,2026,[],False,0,none
shaikh zafar,pathetic service I booked return tickets from UAE and the system shows the ticket booked id and deduct money from the account it happened twice for the same flight booking and money didn't credit till now.,1,2026-03-19 20:56:05,MakeMyTrip,pathetic service i booked return tickets from uae and the system shows the ticket booked id and deduct money from the account it happened twice for the same flight booking and money didn t credit till now,205,3,2026,[],False,0,none
Yogesh Khachne,"MakeMyTrip is engaging in misleading practices. They advertise a 3x refund for unconfirmed train tickets, but the refund is not processed according to their terms and conditions. Additionally, they charge fees even when tickets are not confirmed. Very disappointing experience.",1,2026-03-19 20:47:48,MakeMyTrip,makemytrip is engaging in misleading practices they advertise a 3x refund for unconfirmed train tickets but the refund is not processed according to their terms and conditions additionally they charge fees even when tickets are not confirmed very disappointing experience,277,3,2026,[],False,0,none
sathiya sundaram,who are booking regularly with these adding more charges. hidden charges are very high. like a scammer,1,2026-03-19 20:30:27,MakeMyTrip,who are booking regularly with these adding more charges hidden charges are very high like a scammer,102,3,2026,['hidden_costs'],True,1,hidden_costs
Shubham Rai,"pathetic, they are thiefs. if you have a gift card. they block all the coupons. big time thiefssss",1,2026-03-19 19:20:34,MakeMyTrip,pathetic they are thiefs if you have a gift card they block all the coupons big time thiefssss,98,3,2026,[],False,0,none
Mohammed Hussain,scam alert !!! never use this app for flight booking. please don't download this app,1,2026-03-19 18:48:55,MakeMyTrip,scam alert never use this app for flight booking please don t download this app,84,3,2026,[],False,0,none
Priyansh,"extremely disappointing, they mention about Review and rewards but when you ask for your rewards they it's only for premium customers",1,2026-03-19 18:21:15,MakeMyTrip,extremely disappointing they mention about review and rewards but when you ask for your rewards they it s only for premium customers,133,3,2026,[],False,0,none
Pragadheshwaran Kulandhaivel,"worst ,Alliance Air cancel their flight and send email like we cancelled our booking and initiate partial refund.",1,2026-03-19 18:06:51,MakeMyTrip,worst alliance air cancel their flight and send email like we cancelled our booking and initiate partial refund,113,3,2026,[],False,0,none
Niraj Verma,this AI thing annoys me too much when I try to search some hotels,1,2026-03-19 17:52:41,MakeMyTrip,this ai thing annoys me too much when i try to search some hotels,65,3,2026,[],False,0,none
Al Nejoum Korean Used Spare Parts,they will make you feel stupid once any flight get canceled make sure to buy from any other agent but not form makemytrip I have paid 5500 for my flight and it got canceled they said we will refund within 10 working days already 5 month I am waiting for them every time they are saying wait for 15 days will get back to you but no one call not even reply for email,1,2026-03-19 17:28:02,MakeMyTrip,they will make you feel stupid once any flight get canceled make sure to buy from any other agent but not form makemytrip i have paid 5500 for my flight and it got canceled they said we will refund within 10 working days already 5 month i am waiting for them every time they are saying wait for 15 days will get back to you but no one call not even reply for email,364,3,2026,[],False,0,none
khaled ksa,"I do not recommend dealing with this Travel agency complete disregard for customer complaints. My flight was suspended because of the war and airport closures, which is a force majeure situation beyond anyone's control. I sent multiple emails requesting a refund starting from [insert date] and followed up several times, yet I received absolutely no response. This deliberate ignoring of customers reflects a severe failure in their customer service and a complete lack of accountability",1,2026-03-19 16:56:33,MakeMyTrip,i do not recommend dealing with this travel agency complete disregard for customer complaints my flight was suspended because of the war and airport closures which is a force majeure situation beyond anyone s control i sent multiple emails requesting a refund starting from insert date and followed up several times yet i received absolutely no response this deliberate ignoring of customers reflects a severe failure in their customer service and a complete lack of accountability,488,3,2026,['roach_motel'],True,1,roach_motel
Muskan Kesarwani,Scam Fraud it was total scam for me I already paid the bills to the hotel and when I reached there and unable to find location I called them and the person who received my call said that it was a wrong number and there's no hotel room and Talk very rude to me when I contact the customer care they don't even refund my money and also said that it was total my fault.... 😡😡 worst experience ever,1,2026-03-19 16:50:28,MakeMyTrip,scam fraud it was total scam for me i already paid the bills to the hotel and when i reached there and unable to find location i called them and the person who received my call said that it was a wrong number and there s no hotel room and talk very rude to me when i contact the customer care they don t even refund my money and also said that it was total my fault worst experience ever,394,3,2026,[],False,0,none
Chandra “Sanju” Singh,"I used this application in around 2017 or 18 . and today this is also fresh and faster than anything else. I have a request for MMT, please call me - I'm in trouble with IRCTC I'D...",4,2026-03-19 16:48:27,MakeMyTrip,i used this application in around 2017 or 18 and today this is also fresh and faster than anything else i have a request for mmt please call me i m in trouble with irctc i d,182,3,2026,[],False,0,none
Harika Ambala,Such a worst customer service ever never respond to queries and soo rude don't ever trust this for booking,1,2026-03-19 16:25:42,MakeMyTrip,such a worst customer service ever never respond to queries and soo rude don t ever trust this for booking,106,3,2026,[],False,0,none
Shibu Koshy,No phone number to contact and very poor services. Ticket cancelation not received. Please share your contact number or email address to contact.,1,2026-03-19 16:00:51,MakeMyTrip,no phone number to contact and very poor services ticket cancelation not received please share your contact number or email address to contact,145,3,2026,[],False,0,none
Keshav Gendepujari,"because you wanted a rating, please don't ask me again",5,2026-03-19 15:54:16,MakeMyTrip,because you wanted a rating please don t ask me again,54,3,2026,[],False,0,none
ragil raj,"Dear MakeMyTrip Team, I am writing regarding my flight booking which was cancelled due to the current airspace closure in the UAE. The airline has already confirmed that a full refund has been approved from their side. However, I have not yet received the refund amount from MakeMyTrip. I kindly request you to check this matter urgently and process my full refund at the earliest. Please also provide a clear update on the refund status and expected timeline. And no customer service in UAE also.",1,2026-03-19 15:49:17,MakeMyTrip,dear makemytrip team i am writing regarding my flight booking which was cancelled due to the current airspace closure in the uae the airline has already confirmed that a full refund has been approved from their side however i have not yet received the refund amount from makemytrip i kindly request you to check this matter urgently and process my full refund at the earliest please also provide a clear update on the refund status and expected timeline and no customer service in uae also,497,3,2026,[],False,0,none
Jawahar Jawahar,worst service and fraud refund policy,1,2026-03-19 15:48:16,MakeMyTrip,worst service and fraud refund policy,37,3,2026,[],False,0,none
Mr Abid,"Makmay trip’s cancellation policy is completely useless. Twice, they didn’t refund the cancellation fees. One ticket was supposed to get a 50% refund, but they didn’t give it, and the second ticket was canceled due to the airline, yet they are not refunding that either.",1,2026-03-19 15:48:09,MakeMyTrip,makmay trip s cancellation policy is completely useless twice they didn t refund the cancellation fees one ticket was supposed to get a 50 refund but they didn t give it and the second ticket was canceled due to the airline yet they are not refunding that either,270,3,2026,[],False,0,none
Rupesh Bagul,"Awesome, refund policy is very flexible",5,2026-03-19 15:24:49,MakeMyTrip,awesome refund policy is very flexible,39,3,2026,[],False,0,none
Ananya Saha,Good experience with MMT,5,2026-03-19 14:58:44,MakeMyTrip,good experience with mmt,24,3,2026,[],False,0,none
Kaviya Lakshmanasamy,worst experience...I have canceled my flight booking before 2 days of my travel date .5 days gone after i canceled my trip till now I don't get my cash back..Even i had emails ..customer care calls also no use it's very wost .. .,1,2026-03-19 14:58:07,MakeMyTrip,worst experience i have canceled my flight booking before 2 days of my travel date 5 days gone after i canceled my trip till now i don t get my cash back even i had emails customer care calls also no use it s very wost,229,3,2026,[],False,0,none
Abhijith,"One of the worst customer servics team. I had a canceled ticket and even after one month no updates, no refund and to call the customer service it's 30 minutes waiting time.",1,2026-03-19 14:48:20,MakeMyTrip,one of the worst customer servics team i had a canceled ticket and even after one month no updates no refund and to call the customer service it s 30 minutes waiting time,173,3,2026,['roach_motel'],True,1,roach_motel
